epoch	batch	iter	loss	prec1	prec5	lr
10	3	75	2.128662586212158	46.875	100.0	0.1
10	4	76	1.194455862045288	60.9375	100.0	0.1
10	5	77	1.5761741399765015	42.1875	100.0	0.1
10	6	78	1.5461689233779907	45.3125	100.0	0.1
10	7	79	1.2313542366027832	54.6875	100.0	0.1
10	8	80	0.8982537388801575	53.846153259277344	100.0	0.1
11	1	81	0.9547709822654724	67.1875	100.0	0.1
11	2	82	1.0630097389221191	60.9375	100.0	0.1
11	3	83	1.2726439237594604	71.875	100.0	0.1
11	4	84	1.8032450675964355	51.5625	100.0	0.1
11	5	85	1.7411119937896729	60.9375	100.0	0.1
11	6	86	1.191332221031189	67.1875	100.0	0.1
11	7	87	0.7767295241355896	71.875	100.0	0.1
11	8	88	1.4018208980560303	46.153846740722656	100.0	0.1
12	1	89	1.1109044551849365	53.125	100.0	0.1
12	2	90	1.4153072834014893	71.875	100.0	0.1
12	3	91	1.3156110048294067	54.6875	100.0	0.1
12	4	92	1.3295328617095947	56.25	100.0	0.1
12	5	93	1.0939487218856812	62.5	100.0	0.1
12	6	94	0.938048243522644	65.625	100.0	0.1
12	7	95	1.0744528770446777	67.1875	100.0	0.1
12	8	96	2.959988594055176	30.769229888916016	100.0	0.1
13	1	97	1.3287510871887207	53.125	100.0	0.1
13	2	98	0.8861716985702515	71.875	100.0	0.1
13	3	99	1.3132505416870117	51.5625	100.0	0.1
13	4	100	0.9243821501731873	70.3125	100.0	0.1
13	5	101	1.4580906629562378	51.5625	100.0	0.1
13	6	102	1.0030516386032104	68.75	100.0	0.1
13	7	103	1.203199028968811	60.9375	100.0	0.1
13	8	104	1.3290016651153564	53.846153259277344	100.0	0.1
14	1	105	1.011038899421692	60.9375	100.0	0.1
14	2	106	1.1577168703079224	62.5	100.0	0.1
14	3	107	1.3096225261688232	64.0625	100.0	0.1
14	4	108	0.6805775761604309	71.875	100.0	0.1
14	5	109	0.8760737180709839	78.125	100.0	0.1
14	6	110	0.779288649559021	75.0	100.0	0.1
14	7	111	0.8818249106407166	60.9375	100.0	0.1
14	8	112	0.8514292240142822	61.53845977783203	100.0	0.1
15	1	113	0.973582923412323	70.3125	100.0	0.1
15	2	114	0.7237271666526794	71.875	100.0	0.1
15	3	115	0.8146896362304688	67.1875	100.0	0.1
15	4	116	0.8187034130096436	70.3125	100.0	0.1
15	5	117	0.641185462474823	73.4375	100.0	0.1
15	6	118	0.6835107803344727	73.4375	100.0	0.1
15	7	119	0.6390741467475891	79.6875	100.0	0.1
15	8	120	0.7088053226470947	76.9230728149414	100.0	0.1
16	1	121	0.6644760370254517	76.5625	100.0	0.1
16	2	122	0.5861026048660278	75.0	100.0	0.1
16	3	123	0.722867488861084	73.4375	100.0	0.1
16	4	124	0.9868065714836121	65.625	100.0	0.1
16	5	125	0.5436652898788452	78.125	100.0	0.1
16	6	126	0.5122626423835754	76.5625	100.0	0.1
16	7	127	0.8093518614768982	73.4375	100.0	0.1
16	8	128	0.6354325413703918	76.9230728149414	100.0	0.1
17	1	129	0.7544108033180237	70.3125	100.0	0.1
17	2	130	0.7847473621368408	68.75	100.0	0.1
17	3	131	0.6290640234947205	81.25	100.0	0.1
17	4	132	0.6792244911193848	75.0	100.0	0.1
17	5	133	0.7056224346160889	73.4375	100.0	0.1
17	6	134	0.4383821487426758	79.6875	100.0	0.1
17	7	135	0.40311935544013977	82.8125	100.0	0.1
17	8	136	2.082216739654541	38.4615364074707	100.0	0.1
18	1	137	0.7902956604957581	75.0	100.0	0.1
18	2	138	0.9771301746368408	67.1875	100.0	0.1
18	3	139	0.7728874683380127	73.4375	100.0	0.1
18	4	140	1.1550651788711548	65.625	100.0	0.1
18	5	141	0.8690379858016968	70.3125	100.0	0.1
18	6	142	0.5997538566589355	75.0	100.0	0.1
18	7	143	0.5702168345451355	78.125	100.0	0.1
18	8	144	1.9502582550048828	61.53845977783203	100.0	0.1
19	1	145	0.991743266582489	71.875	100.0	0.1
19	2	146	1.0339221954345703	73.4375	100.0	0.1
19	3	147	1.3209309577941895	53.125	100.0	0.1
19	4	148	0.7939465045928955	75.0	100.0	0.1
19	5	149	0.7638387084007263	71.875	100.0	0.1
19	6	150	1.4986408948898315	59.375	100.0	0.1
19	7	151	1.687346339225769	59.375	100.0	0.1
19	8	152	1.889850378036499	46.153846740722656	100.0	0.1
20	1	153	0.7383396029472351	78.125	100.0	0.1
20	2	154	0.7574349045753479	73.4375	100.0	0.1
20	3	155	0.9836229085922241	70.3125	100.0	0.1
20	4	156	1.4081226587295532	59.375	100.0	0.1
20	5	157	0.9595690965652466	76.5625	100.0	0.1
20	6	158	1.3092074394226074	68.75	100.0	0.1
20	7	159	0.5207713842391968	81.25	100.0	0.1
20	8	160	0.5562350153923035	84.6153793334961	100.0	0.1
21	1	161	0.7554317712783813	71.875	100.0	0.1
21	2	162	1.4668318033218384	60.9375	100.0	0.1
21	3	163	0.5320407152175903	79.6875	100.0	0.1
21	4	164	0.7703295350074768	76.5625	100.0	0.1
21	5	165	0.41617295145988464	84.375	100.0	0.1
21	6	166	0.5320005416870117	79.6875	100.0	0.1
21	7	167	0.4128546416759491	85.9375	100.0	0.1
21	8	168	0.44970908761024475	92.30769348144531	100.0	0.1
22	1	169	0.6565759778022766	79.6875	100.0	0.1
22	2	170	0.8595250844955444	62.5	100.0	0.1
22	3	171	0.89852374792099	62.5	100.0	0.1
22	4	172	0.5926316380500793	73.4375	100.0	0.1
22	5	173	0.9092326760292053	78.125	100.0	0.1
22	6	174	0.4500247836112976	87.5	100.0	0.1
22	7	175	0.766377329826355	75.0	100.0	0.1
22	8	176	2.8425097465515137	61.53845977783203	100.0	0.1
23	1	177	0.6935402750968933	79.6875	100.0	0.1
23	2	178	1.0974397659301758	65.625	100.0	0.1
23	3	179	0.922184944152832	65.625	100.0	0.1
23	4	180	0.9458351731300354	70.3125	100.0	0.1
23	5	181	0.783646821975708	76.5625	100.0	0.1
23	6	182	0.7795192003250122	73.4375	100.0	0.1
23	7	183	0.7458075284957886	73.4375	100.0	0.1
23	8	184	1.6843109130859375	84.6153793334961	100.0	0.1
24	1	185	0.9523183107376099	73.4375	100.0	0.1
24	2	186	1.6565862894058228	70.3125	100.0	0.1
24	3	187	1.3848202228546143	71.875	100.0	0.1
24	4	188	1.574418306350708	51.5625	100.0	0.1
24	5	189	2.5180418491363525	54.6875	100.0	0.1
24	6	190	0.9792534112930298	79.6875	100.0	0.1
24	7	191	1.480242371559143	65.625	100.0	0.1
24	8	192	1.8066071271896362	53.846153259277344	100.0	0.1
25	1	193	1.0890965461730957	59.375	100.0	0.1
25	2	194	1.6643909215927124	51.5625	100.0	0.1
25	3	195	1.565995693206787	62.5	100.0	0.1
25	4	196	1.282205581665039	62.5	100.0	0.1
25	5	197	1.6996502876281738	43.75	100.0	0.1
25	6	198	0.867892861366272	67.1875	100.0	0.1
25	7	199	1.144665002822876	67.1875	100.0	0.1
25	8	200	1.3536159992218018	69.23076629638672	100.0	0.1
26	1	201	1.4704500436782837	57.8125	100.0	0.1
26	2	202	0.929380476474762	57.8125	100.0	0.1
26	3	203	0.8791460990905762	75.0	100.0	0.1
26	4	204	0.9151254296302795	68.75	100.0	0.1
26	5	205	0.8336538076400757	67.1875	100.0	0.1
26	6	206	1.5328295230865479	56.25	100.0	0.1
26	7	207	1.2177549600601196	62.5	100.0	0.1
26	8	208	1.866496205329895	61.53845977783203	100.0	0.1
27	1	209	1.5074553489685059	60.9375	100.0	0.1
27	2	210	0.7028433084487915	73.4375	100.0	0.1
27	3	211	0.7374047040939331	75.0	100.0	0.1
27	4	212	0.8615385890007019	67.1875	100.0	0.1
27	5	213	0.911045491695404	73.4375	100.0	0.1
27	6	214	0.7777851223945618	76.5625	100.0	0.1
27	7	215	1.1238934993743896	75.0	100.0	0.1
27	8	216	0.9613126516342163	76.9230728149414	100.0	0.1
28	1	217	0.7772513628005981	75.0	100.0	0.1
28	2	218	0.9809897541999817	73.4375	100.0	0.1
28	3	219	0.9357994794845581	71.875	100.0	0.1
28	4	220	0.5476976633071899	75.0	100.0	0.1
28	5	221	0.7725119590759277	70.3125	100.0	0.1
28	6	222	0.6865508556365967	81.25	100.0	0.1
28	7	223	0.7632321715354919	71.875	100.0	0.1
28	8	224	1.3189985752105713	46.153846740722656	100.0	0.1
29	1	225	0.7365626096725464	71.875	100.0	0.1
29	2	226	0.9160282611846924	68.75	100.0	0.1
29	3	227	0.7503095865249634	73.4375	100.0	0.1
29	4	228	1.1955785751342773	59.375	100.0	0.1
29	5	229	1.21487557888031	62.5	100.0	0.1
29	6	230	0.808266818523407	79.6875	100.0	0.1
29	7	231	0.6148325800895691	78.125	100.0	0.1
29	8	232	0.9296613931655884	76.9230728149414	100.0	0.1
30	1	233	0.6839892268180847	81.25	100.0	0.1
30	2	234	1.0733155012130737	75.0	100.0	0.1
30	3	235	0.5914140343666077	78.125	100.0	0.1
30	4	236	1.5811092853546143	67.1875	100.0	0.1
30	5	237	0.572106659412384	79.6875	100.0	0.1
30	6	238	0.8454543948173523	75.0	100.0	0.1
30	7	239	0.7227522730827332	78.125	100.0	0.1
30	8	240	1.698406457901001	38.4615364074707	100.0	0.1
31	1	241	0.5874972343444824	81.25	100.0	0.1
31	2	242	0.4848821759223938	82.8125	100.0	0.1
31	3	243	0.7021294236183167	73.4375	100.0	0.1
31	4	244	0.5875343084335327	82.8125	100.0	0.1
31	5	245	0.7510401606559753	79.6875	100.0	0.1
31	6	246	0.8369507789611816	73.4375	100.0	0.1
31	7	247	0.49046462774276733	82.8125	100.0	0.1
31	8	248	0.4501498341560364	84.6153793334961	100.0	0.1
32	1	249	0.7517139911651611	79.6875	100.0	0.1
32	2	250	0.4753168225288391	82.8125	100.0	0.1
32	3	251	0.5613230466842651	75.0	100.0	0.1
32	4	252	1.2460793256759644	65.625	100.0	0.1
32	5	253	0.44742950797080994	85.9375	100.0	0.1
32	6	254	0.4753086268901825	84.375	100.0	0.1
32	7	255	0.5710890293121338	82.8125	100.0	0.1
32	8	256	0.7949653267860413	76.9230728149414	100.0	0.1
33	1	257	0.83465975522995	84.375	100.0	0.1
33	2	258	0.5357487201690674	79.6875	100.0	0.1
33	3	259	0.5361621379852295	76.5625	100.0	0.1
33	4	260	0.520146906375885	84.375	100.0	0.1
33	5	261	1.117400884628296	65.625	100.0	0.1
33	6	262	0.7039891481399536	79.6875	100.0	0.1
33	7	263	0.40135812759399414	85.9375	100.0	0.1
33	8	264	0.1510215848684311	92.30769348144531	100.0	0.1
34	1	265	0.4068160653114319	84.375	100.0	0.1
34	2	266	0.5492558479309082	78.125	100.0	0.1
34	3	267	0.4795469343662262	79.6875	100.0	0.1
34	4	268	0.44206109642982483	87.5	100.0	0.1
34	5	269	0.2869153320789337	89.0625	100.0	0.1
34	6	270	0.5735616087913513	82.8125	100.0	0.1
34	7	271	0.8979471325874329	76.5625	100.0	0.1
34	8	272	0.8068703413009644	69.23076629638672	100.0	0.1
35	1	273	0.35860538482666016	87.5	100.0	0.1
35	2	274	0.462956964969635	85.9375	100.0	0.1
35	3	275	0.4874110519886017	82.8125	100.0	0.1
35	4	276	0.5736598372459412	81.25	100.0	0.1
35	5	277	0.6532915830612183	78.125	100.0	0.1
35	6	278	0.9925414323806763	71.875	100.0	0.1
35	7	279	0.7189808487892151	79.6875	100.0	0.1
35	8	280	0.8170551657676697	76.9230728149414	100.0	0.1
36	1	281	0.5761191248893738	79.6875	100.0	0.1
36	2	282	0.37919849157333374	79.6875	100.0	0.1
36	3	283	0.4969702959060669	84.375	100.0	0.1
36	4	284	0.46862003207206726	85.9375	100.0	0.1
36	5	285	0.6329705715179443	76.5625	100.0	0.1
36	6	286	0.3898349404335022	87.5	100.0	0.1
36	7	287	0.7836343050003052	71.875	100.0	0.1
36	8	288	0.9413955211639404	76.9230728149414	100.0	0.1
37	1	289	0.32864564657211304	90.625	100.0	0.1
37	2	290	1.1077724695205688	81.25	100.0	0.1
37	3	291	0.9774070382118225	75.0	100.0	0.1
37	4	292	0.6286607384681702	81.25	100.0	0.1
37	5	293	0.6893234252929688	76.5625	100.0	0.1
37	6	294	0.7036020159721375	76.5625	100.0	0.1
37	7	295	1.3378009796142578	65.625	100.0	0.1
37	8	296	1.2989896535873413	61.53845977783203	100.0	0.1
38	1	297	0.5577960014343262	81.25	100.0	0.1
38	2	298	0.5033832788467407	81.25	100.0	0.1
38	3	299	0.49946603178977966	84.375	100.0	0.1
38	4	300	0.8825125694274902	75.0	100.0	0.1
38	5	301	0.6385974884033203	76.5625	100.0	0.1
38	6	302	1.1939127445220947	68.75	100.0	0.1
38	7	303	0.7506706118583679	70.3125	100.0	0.1
38	8	304	1.2322719097137451	69.23076629638672	100.0	0.1
39	1	305	0.4070660471916199	89.0625	100.0	0.1
39	2	306	0.5231497883796692	84.375	100.0	0.1
39	3	307	0.5229701995849609	76.5625	100.0	0.1
39	4	308	0.7308304905891418	78.125	100.0	0.1
39	5	309	0.7458731532096863	70.3125	100.0	0.1
39	6	310	0.9435111880302429	73.4375	100.0	0.1
39	7	311	0.5979562401771545	81.25	100.0	0.1
39	8	312	1.7726298570632935	61.53845977783203	100.0	0.1
40	1	313	0.39443910121917725	82.8125	100.0	0.010000000000000002
40	2	314	0.49208521842956543	81.25	100.0	0.010000000000000002
40	3	315	0.3856596350669861	82.8125	100.0	0.010000000000000002
40	4	316	0.6529825329780579	81.25	100.0	0.010000000000000002
40	5	317	0.52349853515625	82.8125	100.0	0.010000000000000002
40	6	318	0.7947252988815308	70.3125	100.0	0.010000000000000002
40	7	319	0.3978561758995056	85.9375	100.0	0.010000000000000002
40	8	320	0.6665401458740234	69.23076629638672	100.0	0.010000000000000002
41	1	321	0.3074345886707306	85.9375	100.0	0.010000000000000002
41	2	322	0.34891363978385925	89.0625	100.0	0.010000000000000002
41	3	323	0.5202754735946655	84.375	100.0	0.010000000000000002
41	4	324	0.33837708830833435	87.5	100.0	0.010000000000000002
41	5	325	0.43711233139038086	85.9375	100.0	0.010000000000000002
41	6	326	0.40849190950393677	87.5	100.0	0.010000000000000002
41	7	327	0.3492654860019684	82.8125	100.0	0.010000000000000002
41	8	328	1.8140619993209839	76.9230728149414	100.0	0.010000000000000002
42	1	329	0.5044108629226685	79.6875	100.0	0.010000000000000002
42	2	330	0.3449282646179199	87.5	100.0	0.010000000000000002
42	3	331	0.32415083050727844	90.625	100.0	0.010000000000000002
42	4	332	0.511118471622467	82.8125	100.0	0.010000000000000002
42	5	333	0.5711851716041565	78.125	100.0	0.010000000000000002
42	6	334	0.3135382831096649	89.0625	100.0	0.010000000000000002
42	7	335	0.38263198733329773	87.5	100.0	0.010000000000000002
42	8	336	0.6144179701805115	84.6153793334961	100.0	0.010000000000000002
43	1	337	0.3451257348060608	90.625	100.0	0.010000000000000002
43	2	338	0.6146501302719116	78.125	100.0	0.010000000000000002
43	3	339	0.27059388160705566	87.5	100.0	0.010000000000000002
43	4	340	0.32999280095100403	84.375	100.0	0.010000000000000002
43	5	341	0.340404748916626	87.5	100.0	0.010000000000000002
43	6	342	0.33543574810028076	85.9375	100.0	0.010000000000000002
43	7	343	0.25301194190979004	87.5	100.0	0.010000000000000002
43	8	344	0.6324872374534607	76.9230728149414	100.0	0.010000000000000002
44	1	345	0.37156957387924194	87.5	100.0	0.010000000000000002
44	2	346	0.2667883038520813	93.75	100.0	0.010000000000000002
44	3	347	0.4885474741458893	81.25	100.0	0.010000000000000002
44	4	348	0.41524767875671387	90.625	100.0	0.010000000000000002
44	5	349	0.33322247862815857	90.625	100.0	0.010000000000000002
44	6	350	0.40831583738327026	87.5	100.0	0.010000000000000002
44	7	351	0.222703754901886	92.1875	100.0	0.010000000000000002
44	8	352	0.48692747950553894	76.9230728149414	100.0	0.010000000000000002
45	1	353	0.3481508195400238	90.625	100.0	0.010000000000000002
45	2	354	0.4285363256931305	82.8125	100.0	0.010000000000000002
45	3	355	0.24715125560760498	92.1875	100.0	0.010000000000000002
45	4	356	0.35977837443351746	85.9375	100.0	0.010000000000000002
45	5	357	0.3338170647621155	90.625	100.0	0.010000000000000002
45	6	358	0.33670341968536377	85.9375	100.0	0.010000000000000002
45	7	359	0.3016379773616791	85.9375	100.0	0.010000000000000002
45	8	360	0.4182068705558777	92.30769348144531	100.0	0.010000000000000002
46	1	361	0.48437967896461487	82.8125	100.0	0.010000000000000002
46	2	362	0.34571123123168945	84.375	100.0	0.010000000000000002
46	3	363	0.3923196792602539	85.9375	100.0	0.010000000000000002
46	4	364	0.3287335932254791	85.9375	100.0	0.010000000000000002
46	5	365	0.3744155466556549	87.5	100.0	0.010000000000000002
46	6	366	0.281802773475647	93.75	100.0	0.010000000000000002
46	7	367	0.3495451807975769	85.9375	100.0	0.010000000000000002
46	8	368	0.9568762183189392	69.23076629638672	100.0	0.010000000000000002
47	1	369	0.6277180910110474	78.125	100.0	0.010000000000000002
47	2	370	0.3211425840854645	82.8125	100.0	0.010000000000000002
47	3	371	0.3548879325389862	84.375	100.0	0.010000000000000002
47	4	372	0.2956397831439972	87.5	100.0	0.010000000000000002
47	5	373	0.35425660014152527	85.9375	100.0	0.010000000000000002
47	6	374	0.2681936025619507	89.0625	100.0	0.010000000000000002
47	7	375	0.17837484180927277	93.75	100.0	0.010000000000000002
47	8	376	1.0326529741287231	84.6153793334961	100.0	0.010000000000000002
48	1	377	0.19606348872184753	93.75	100.0	0.010000000000000002
48	2	378	0.3175230324268341	85.9375	100.0	0.010000000000000002
48	3	379	0.22093994915485382	95.3125	100.0	0.010000000000000002
48	4	380	0.17852792143821716	95.3125	100.0	0.010000000000000002
48	5	381	0.3225465416908264	87.5	100.0	0.010000000000000002
48	6	382	0.2836460471153259	90.625	100.0	0.010000000000000002
48	7	383	0.20715449750423431	95.3125	100.0	0.010000000000000002
48	8	384	0.715149998664856	84.6153793334961	100.0	0.010000000000000002
49	1	385	0.28015515208244324	95.3125	100.0	0.010000000000000002
49	2	386	0.20639437437057495	90.625	100.0	0.010000000000000002
49	3	387	0.25833019614219666	89.0625	100.0	0.010000000000000002
49	4	388	0.24232375621795654	92.1875	100.0	0.010000000000000002
49	5	389	0.3135354220867157	85.9375	100.0	0.010000000000000002
49	6	390	0.3018609285354614	87.5	100.0	0.010000000000000002
49	7	391	0.48947352170944214	79.6875	100.0	0.010000000000000002
49	8	392	0.7191464900970459	76.9230728149414	100.0	0.010000000000000002
50	1	393	0.330325722694397	87.5	100.0	0.010000000000000002
50	2	394	0.3965487480163574	90.625	100.0	0.010000000000000002
50	3	395	0.33823907375335693	92.1875	100.0	0.010000000000000002
50	4	396	0.23320186138153076	95.3125	100.0	0.010000000000000002
50	5	397	0.3976896107196808	89.0625	100.0	0.010000000000000002
50	6	398	0.29217734932899475	92.1875	100.0	0.010000000000000002
50	7	399	0.4235265851020813	81.25	100.0	0.010000000000000002
50	8	400	0.5868324041366577	76.9230728149414	100.0	0.010000000000000002
51	1	401	0.27000775933265686	87.5	100.0	0.010000000000000002
51	2	402	0.19165317714214325	90.625	100.0	0.010000000000000002
51	3	403	0.279143750667572	89.0625	100.0	0.010000000000000002
51	4	404	0.2648485600948334	92.1875	100.0	0.010000000000000002
51	5	405	0.35901981592178345	85.9375	100.0	0.010000000000000002
51	6	406	0.20379166305065155	92.1875	100.0	0.010000000000000002
51	7	407	0.21963895857334137	90.625	100.0	0.010000000000000002
51	8	408	0.4008125960826874	84.6153793334961	100.0	0.010000000000000002
52	1	409	0.25429767370224	89.0625	100.0	0.010000000000000002
52	2	410	0.393683522939682	89.0625	100.0	0.010000000000000002
52	3	411	0.4143368899822235	82.8125	100.0	0.010000000000000002
52	4	412	0.28762370347976685	92.1875	100.0	0.010000000000000002
52	5	413	0.2592238485813141	90.625	100.0	0.010000000000000002
52	6	414	0.3853647708892822	89.0625	100.0	0.010000000000000002
52	7	415	0.4530695080757141	82.8125	100.0	0.010000000000000002
52	8	416	0.3923129737377167	92.30769348144531	100.0	0.010000000000000002
53	1	417	0.27630001306533813	87.5	100.0	0.010000000000000002
53	2	418	0.2455485761165619	89.0625	100.0	0.010000000000000002
53	3	419	0.22178742289543152	90.625	100.0	0.010000000000000002
53	4	420	0.30741629004478455	89.0625	100.0	0.010000000000000002
53	5	421	0.32705584168434143	87.5	100.0	0.010000000000000002
53	6	422	0.32200613617897034	85.9375	100.0	0.010000000000000002
53	7	423	0.20014095306396484	95.3125	100.0	0.010000000000000002
53	8	424	1.8937320709228516	69.23076629638672	100.0	0.010000000000000002
54	1	425	0.38768795132637024	84.375	100.0	0.010000000000000002
54	2	426	0.2740194499492645	89.0625	100.0	0.010000000000000002
54	3	427	0.2603088319301605	89.0625	100.0	0.010000000000000002
54	4	428	0.33596113324165344	87.5	100.0	0.010000000000000002
54	5	429	0.2296046018600464	90.625	100.0	0.010000000000000002
54	6	430	0.27979621291160583	89.0625	100.0	0.010000000000000002
54	7	431	0.20802049338817596	93.75	100.0	0.010000000000000002
54	8	432	0.6281649470329285	69.23076629638672	100.0	0.010000000000000002
55	1	433	0.37861379981040955	89.0625	100.0	0.0010000000000000002
55	2	434	0.23420217633247375	90.625	100.0	0.0010000000000000002
55	3	435	0.2642596364021301	89.0625	100.0	0.0010000000000000002
55	4	436	0.28153344988822937	87.5	100.0	0.0010000000000000002
55	5	437	0.5438990592956543	81.25	100.0	0.0010000000000000002
55	6	438	0.3562634289264679	87.5	100.0	0.0010000000000000002
55	7	439	0.30140745639801025	85.9375	100.0	0.0010000000000000002
55	8	440	0.14719504117965698	100.0	100.0	0.0010000000000000002
56	1	441	0.3834455609321594	84.375	100.0	0.0010000000000000002
56	2	442	0.2676878869533539	90.625	100.0	0.0010000000000000002
56	3	443	0.1632002592086792	95.3125	100.0	0.0010000000000000002
56	4	444	0.3119397759437561	84.375	100.0	0.0010000000000000002
56	5	445	0.17241591215133667	93.75	100.0	0.0010000000000000002
56	6	446	0.36306196451187134	87.5	100.0	0.0010000000000000002
56	7	447	0.2399921715259552	90.625	100.0	0.0010000000000000002
56	8	448	0.15160098671913147	100.0	100.0	0.0010000000000000002
57	1	449	0.3927256166934967	89.0625	100.0	0.0010000000000000002
57	2	450	0.43627944588661194	81.25	100.0	0.0010000000000000002
57	3	451	0.1750769466161728	95.3125	100.0	0.0010000000000000002
57	4	452	0.21264903247356415	90.625	100.0	0.0010000000000000002
57	5	453	0.32458600401878357	87.5	100.0	0.0010000000000000002
57	6	454	0.30349233746528625	89.0625	100.0	0.0010000000000000002
57	7	455	0.3219286799430847	90.625	100.0	0.0010000000000000002
57	8	456	0.12086288630962372	100.0	100.0	0.0010000000000000002
58	1	457	0.34373754262924194	87.5	100.0	0.0010000000000000002
58	2	458	0.3958207666873932	85.9375	100.0	0.0010000000000000002
58	3	459	0.43112653493881226	82.8125	100.0	0.0010000000000000002
58	4	460	0.30254966020584106	90.625	100.0	0.0010000000000000002
58	5	461	0.32730501890182495	84.375	100.0	0.0010000000000000002
58	6	462	0.22681137919425964	95.3125	100.0	0.0010000000000000002
58	7	463	0.32402369379997253	87.5	100.0	0.0010000000000000002
58	8	464	0.6213966012001038	76.9230728149414	100.0	0.0010000000000000002
59	1	465	0.23243118822574615	92.1875	100.0	0.0010000000000000002
59	2	466	0.2627955675125122	93.75	100.0	0.0010000000000000002
59	3	467	0.4014322757720947	87.5	100.0	0.0010000000000000002
59	4	468	0.2566194236278534	93.75	100.0	0.0010000000000000002
59	5	469	0.3245735168457031	85.9375	100.0	0.0010000000000000002
59	6	470	0.4008745551109314	82.8125	100.0	0.0010000000000000002
59	7	471	0.46858710050582886	85.9375	100.0	0.0010000000000000002
59	8	472	0.23234155774116516	84.6153793334961	100.0	0.0010000000000000002
