epoch	loss	prec1	prec5	lr
143	0.3169237971305847	88.72017669677734	100.0	1.0000000000000003e-05
144	0.3302192687988281	90.02169036865234	100.0	1.0000000000000003e-05
145	0.3024027943611145	90.02169036865234	100.0	1.0000000000000003e-05
146	0.28939130902290344	91.10629272460938	100.0	1.0000000000000003e-05
147	0.2709679901599884	90.67245483398438	100.0	1.0000000000000003e-05
148	0.25159409642219543	92.4078140258789	100.0	1.0000000000000003e-05
149	0.31784114241600037	88.93709564208984	100.0	1.0000000000000003e-05
150	0.2820907533168793	90.02169036865234	100.0	1.0000000000000003e-05
151	0.3370758593082428	87.85249328613281	100.0	1.0000000000000003e-05
152	0.2244025617837906	92.6247329711914	100.0	1.0000000000000003e-05
153	0.323569118976593	89.15401458740234	100.0	1.0000000000000003e-05
154	0.32879629731178284	89.15401458740234	100.0	1.0000000000000003e-05
155	0.2779826819896698	90.67245483398438	100.0	1.0000000000000003e-05
156	0.2885996401309967	90.23860931396484	100.0	1.0000000000000003e-05
157	0.2258351594209671	93.9262466430664	100.0	1.0000000000000003e-05
158	0.3079921305179596	88.28633880615234	100.0	1.0000000000000003e-05
159	0.2584238052368164	91.32321166992188	100.0	1.0000000000000003e-05
160	0.2188354879617691	91.54013061523438	100.0	1.0000000000000003e-05
161	0.26651525497436523	90.02169036865234	100.0	1.0000000000000003e-05
162	0.31016895174980164	89.15401458740234	100.0	1.0000000000000003e-05
163	0.2503970265388489	91.10629272460938	100.0	1.0000000000000003e-05
164	0.36019858717918396	87.41865539550781	100.0	1.0000000000000003e-05
165	0.3439885973930359	87.85249328613281	100.0	1.0000000000000003e-05
166	0.25418412685394287	91.75704956054688	100.0	1.0000000000000003e-05
167	0.3266206383705139	88.06941223144531	100.0	1.0000000000000003e-05
168	0.2853025496006012	89.80477142333984	100.0	1.0000000000000003e-05
169	0.2605593800544739	90.88937377929688	100.0	1.0000000000000003e-05
170	0.30376753211021423	88.50325775146484	100.0	1.0000000000000003e-05
171	0.27279186248779297	91.54013061523438	100.0	1.0000000000000003e-05
172	0.2700161039829254	91.10629272460938	100.0	1.0000000000000003e-05
